chapter_topic,page_topic,prompt
 Digging Deeper into Group Models,Measures of Effect Size,"# change the function
lm(Tip ~ Condition, data = TipExperiment)
"
 Digging Deeper into Group Models,Measures of Effect Size,"# run this code
Condition_model <- lm(Tip ~ Condition, data = TipExperiment)
supernova(Condition_model)
"
 Digging Deeper into Group Models,Measures of Effect Size,"# run this code
cohensD(Tip ~ Condition, data = TipExperiment)
"
 Digging Deeper into Group Models,Measures of Effect Size,Match each measure of effect size to the unit in which it is measured.
 Digging Deeper into Group Models,Chapter 8 Review Questions,"<p><code>StudentSurvey</code>&nbsp;is a data frame with 362 observations on the following 17 variables:</p>

<pre><code>       Year Gender Smoke   Award HigherSAT Exercise TV Height Weight Siblings
1    Senior      M    No Olympic      Math       10  1     71    180        4
2 Sophomore      F   Yes Academy      Math        4  7     66    120        2
3 FirstYear      M    No   Nobel      Math       14  5     72    208        2
4    Junior      M    No   Nobel      Math        3  1     63    110        1
5 Sophomore      F    No   Nobel    Verbal        3  3     65    150        1
6 Sophomore      F    No   Nobel    Verbal        5  4     65    114        2
  BirthOrder VerbalSAT MathSAT  SAT  GPA Pulse Piercings    Sex
1          4       540     670 1210 3.13    54         0   Male
2          2       520     630 1150 2.50    66         3 Female
3          1       550     560 1110 2.55   130         0   Male
4          1       490     630 1120 3.10    78         0   Male
5          1       720     450 1170 2.70    40         6 Female
6          2       600     550 1150 3.20    80         4 Female
</code></pre>

<ul>
	<li><code>Year</code> Year in school</li>
	<li><code>Gender</code> Student's gender: F or M</li>
	<li><code>Smoke</code> Smoker? No or Yes</li>
	<li><code>Award</code> Preferred award: Academy, Nobel, Olympic</li>
	<li><code>HigherSAT</code> Which SAT is higher? Math or Verbal</li>
	<li><code>Exercise</code> Hours of exercise per week</li>
	<li><code>TV</code> Hours of TV viewing per week</li>
	<li><code>Height</code> Height (in inches)</li>
	<li><code>Weight</code> Weight (in pounds)</li>
	<li><code>Siblings</code> Number of siblings</li>
	<li><code>BirthOrder</code> Birth order, 1=oldest</li>
	<li><code>VerbalSAT</code> Verbal SAT score</li>
	<li><code>MathSAT</code> Math SAT score</li>
	<li><code>SAT</code> Combined Verbal + Math SAT</li>
	<li><code>GPA</code> College grade point average</li>
	<li><code>Pulse</code> Pulse rate (beats per minute)</li>
	<li><code>Piercings</code> Number of body piercings</li>
</ul>

<p>Let's take a look at the number of hours spent exercising per week by this sample of students.</p>

<pre><code>gf_histogram(~ Exercise, data = StudentSurvey, bins = 8, fill = ""darkorchid"")
</code></pre>

<p><img alt=""A histogram of the distribution of Exercise in StudentSurvey."" height=""219"" src=""https://assets.learnosity.com/organisations/430/f3adeefc-ec35-4de3-a5af-7e7f63f4468e.png"" width=""350""></p>

<p>1. Why might the mean be a good simple model for this distribution?</p>
"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"<p>2. If we used this code to fit the empty model:</p>

<pre><code>empty_model &lt;- lm(Exercise ~ NULL, data = StudentSurvey)
</code></pre>

<p>And then used the <code>predict()</code> function to make a prediction for each student's number of hours exercised per week, what value would it predict for each student?</p>
"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"3. Having a low resting heart rate (recorded in the variable <code>Pulse</code>) is supposed to be an indicator of good cardiovascular health. Let's say we wanted to create three groups based on <code>Pulse</code>: low, medium, and high. Which of the following code would do that, and save the values in a new variable called <code>Pulse3Group</code>?"
 Digging Deeper into Group Models,Chapter 8 Review Questions,4. Which of these options could be used to depict the relationship between <code>Exercise</code> and <code>Pulse3Group</code>?
 Digging Deeper into Group Models,Chapter 8 Review Questions,"<p>We are going to try and explain variation in <code>Exercise</code> hours with cardiovascular health (<code>Pulse3Group</code>).<br>
Assume our model is the following:</p>

<p>&nbsp; &nbsp; &nbsp;<code>Exercise</code> = <code>Pulse3Group</code> + other stuff</p>

<p>5. If we write the model in GLM notation, which equation represents this <code>Pulse3Group</code> model?</p>
"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"<p>We are going to try and explain variation in <code>Exercise</code> hours with cardiovascular health (<code>Pulse3Group</code>).<br>
Assume our model is the following:</p>

<p>&nbsp;&nbsp;&nbsp; <code>Exercise</code> = <code>Pulse3Group</code> + other stuff</p>

<p>6. If we write the model in GLM notation, what does \(Y_i\) represent?</p>
"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"<p>Here is a depiction of the relationship between <code>Exercise</code> and <code>Pulse3Group</code>.</p>

<p><img alt=""A faceted histogram of the distribution of Exercise by Pulse3Group in StudentSurvey. "" height=""304"" src=""https://assets.learnosity.com/organisations/430/19820319-0938-49f0-a198-812005aa78be.png"" width=""508""></p>

<p>When <code>Pulse3Group</code> is included as an explanatory variable in our model of <code>Exercise</code>, we get this as the output of <code>lm(Exercise ~ Pulse3Group, data = StudentSurvey)</code>.</p>

<pre><code>Call:
lm(formula = Exercise ~ Pulse3Group, data = StudentSurvey)

Coefficients:
       (Intercept)  Pulse3Groupmed    Pulse3Grouphigh  
           10.3802         -0.8468            -3.1427
</code></pre>

<p>7. Interpret the -3.14.</p>
"
 Digging Deeper into Group Models,Chapter 8 Review Questions,8. In \(Y_i = 10.38 - .85X_{1i} - 3.14X_{2i} + e_i\) what does \(X_{1i}\) stand for?
 Digging Deeper into Group Models,Chapter 8 Review Questions,"9. When <code>Pulse3Group</code> is included in our model to explain variation in <code>Exercise</code>, how is error from this more complex model calculated?"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"10. When you add an explanatory variable to your model, what should be the effect on the Sum of Squares from the empty model?"
 Digging Deeper into Group Models,Chapter 8 Review Questions,11. If we express our model as \(Y_i\) = \(b_0\) + \(b_1X_{1i}\) + \(b_2X_{2i}\) + \(e_i\)&nbsp;which part represents the model's prediction for <code>Exercise</code>?
 Digging Deeper into Group Models,Chapter 8 Review Questions,12. We can calculate the residuals from both the empty model and the complex model. What is similar about these two sets of residuals?
 Digging Deeper into Group Models,Chapter 8 Review Questions,13. Imagine that you've calculated SS for both the empty model and the complex model for <code>Exercise</code>. What will be true about these SS?
 Digging Deeper into Group Models,Chapter 8 Review Questions,"<p>We can calculate the residuals from the complex model and the mean residuals for the three groups with this code.</p>

<pre><code>StudentSurvey$Residuals &lt;- resid(Pulse3Group_model)
mean(Residuals ~ Pulse3Group, data = StudentSurvey)
</code></pre>

<p>Here is the output:</p>

<pre><code>          low           med          high   
-3.938696e-16  1.064014e-15 -1.234220e-15
</code></pre>

<p>14. Have you done something wrong in R?</p>
"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"15. Imagine that you have both the empty model for <code>Exercise</code> and the complex model for <code>Exercise</code> (i.e., the model that includes <code>Pulse3Group</code>). What would you do if you wanted to compare how well they predict <code>Exercise</code>?"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"<p>Here is the supernova table for <code>Pulse3Group_model.</code></p>

<pre><code> Analysis of Variance Table (Type III SS)
 Model: Exercise ~ Pulse3Group

                                SS  df      MS      F    PRE     p
 ----- --------------- | --------- --- ------- ------ ------ -----
 Model (error reduced) |   594.286   1 594.286 18.931 0.0501 .0000
 Error (from model)    | 11269.910 359  31.393                    
 ----- --------------- | --------- --- ------- ------ ------ -----
 Total (empty model)   | 11864.197 360  32.956  
</code></pre>

<p>16. Interpret the PRE.</p>
"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"17. Does this show that cardiovascular health (that is, being in a lower pulse group) causes students to also exercise more?"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"We were interested in whether the pulse groups also explain some of the variation we see in students' number of piercings.&nbsp; Here is the supernova table for that model.
<pre><code> Analysis of Variance Table (Type III SS)
 Model: Piercings ~ Pulse3Group

                               SS  df     MS     F    PRE     p
 ----- --------------- | -------- --- ------ ----- ------ -----
 Model (error reduced) |   28.704   1 28.704 6.168 0.0169 .0135
 Error (from model)    | 1670.725 359  4.654                   
 ----- --------------- | -------- --- ------ ----- ------ -----
 Total (empty model)   | 1699.429 360  4.721
</code></pre>
18. Why does this table have a smaller Sum of Squares Total (1699) than the supernova table for <code>Exercise</code> explained by <code>Pulse3Group</code> (11864)?"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"<p>19. Take a look at the two supernova tables below.&nbsp;Based on these tables, we could argue that <code>Pulse3Group</code> explains more of the variation in <code>Exercise</code> than in <code>Piercings</code>.&nbsp;Explain why we would argue that in the space below.</p>

<pre><code> Analysis of Variance Table (Type III SS)
 Model: Exercise ~ Pulse3Group

                                SS  df      MS      F    PRE     p
 ----- --------------- | --------- --- ------- ------ ------ -----
 Model (error reduced) |   594.286   1 594.286 18.931 0.0501 .0000
 Error (from model)    | 11269.910 359  31.393                    
 ----- --------------- | --------- --- ------- ------ ------ -----
 Total (empty model)   | 11864.197 360  32.956  
</code></pre>

<pre><code> Analysis of Variance Table (Type III SS)
 Model: Piercings ~ Pulse3Group

                               SS  df     MS     F    PRE     p
 ----- --------------- | -------- --- ------ ----- ------ -----
 Model (error reduced) |   28.704   1 28.704 6.168 0.0169 .0135
 Error (from model)    | 1670.725 359  4.654                   
 ----- --------------- | -------- --- ------ ----- ------ -----
 Total (empty model)   | 1699.429 360  4.721
</code></pre>
"
 Digging Deeper into Group Models,Chapter 8 Review Questions,"<p>20. Could we use sum of squares to argue that&nbsp;<code>Pulse3Group</code>&nbsp;explains more variation in <code>Exercise</code> than in <code>Piercings</code>?&nbsp; Why or why not?</p>

<pre><code>Analysis of Variance Table (Type III SS)
 Model: Exercise ~ Pulse3Group

                                SS  df      MS      F    PRE     p
 ----- --------------- | --------- --- ------- ------ ------ -----
 Model (error reduced) |   594.286   1 594.286 18.931 0.0501 .0000
 Error (from model)    | 11269.910 359  31.393                    
 ----- --------------- | --------- --- ------- ------ ------ -----
 Total (empty model)   | 11864.197 360  32.956  
</code></pre>

<pre><code> Analysis of Variance Table (Type III SS)
 Model: Piercings ~ Pulse3Group

                               SS  df     MS     F    PRE     p
 ----- --------------- | -------- --- ------ ----- ------ -----
 Model (error reduced) |   28.704   1 28.704 6.168 0.0169 .0135
 Error (from model)    | 1670.725 359  4.654                   
 ----- --------------- | -------- --- ------ ----- ------ -----
 Total (empty model)   | 1699.429 360  4.721
</code></pre>
"
 Models with a Quantitative Explanatory Variable,Using a Quantitative Explanatory Variable in a Model,"# edit the Height2Group_model code to create Height_model
Height2Group_model <- lm(Thumb ~ Height2Group, data = Fingers)

# save the predictions of the Height_model as a new variable in Fingers
Fingers$Height_predict <-

# this code prints out the first 6 observations
head(select(Fingers, Thumb, Height, Height_predict))
"
 Models with a Quantitative Explanatory Variable,Using a Quantitative Explanatory Variable in a Model,How might we represent the idea that height explains some of the variation in thumb lengths in a word equation? (Check all that apply.)
 Models with a Quantitative Explanatory Variable,Using a Quantitative Explanatory Variable in a Model,"In a positive relationship, variables go up and down together. Which of the following represent a positive relationship? (Check all that apply.)"
 Models with a Quantitative Explanatory Variable,Using a Quantitative Explanatory Variable in a Model,"<p>Here's the code for using <code>lm()</code> to fit the group model with <code>Height2Group</code> as the explanatory variable.</p>

<p><code>lm(Thumb ~ Height2Group, data = Fingers)</code></p>
How would we modify it if we want to use <code>Height</code> instead of <code>Height2Group</code> to explain the variation in <code>Thumb</code>?"
 Models with a Quantitative Explanatory Variable,Using Shuffle to Interpret the Slope of a Regression Line,"Fingers$ShuffThumb <- shuffle(Fingers$Thumb)
shuffled_b1 <- b1(ShuffThumb ~ Height, data = Fingers)

gf_point(ShuffThumb ~ Height, data = Fingers) %>%
  gf_lm(color = ""purple"") %>%
  gf_labs(title = paste(""Shuffled Data / b1 = "", round(shuffled_b1, digits = 2)))
"
 Models with a Quantitative Explanatory Variable,Using Shuffle to Interpret the Slope of a Regression Line,"# use do() to create 10 shuffled b1s
"
 Models with a Quantitative Explanatory Variable,Using Shuffle to Interpret the Slope of a Regression Line,"If&nbsp;\(\beta_1\)= 0, what is the true model of the DGP?"
 Models with a Quantitative Explanatory Variable,Using Shuffle to Interpret the Slope of a Regression Line,What does this mean?
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>The data frame <code>NBAPlayers2011</code> includes data from the 2010-2011 regular season for 176 NBA basketball players.</p>

<pre><code>head(select(NBAPlayers2011, Age, Games, Starts, Mins, MinPerGame, FGMade, 
FGPct, FG2Made, FG3Pct, FTMade, FTPct, Assists, Fouls, Points))
</code></pre>

<ul>
	<li><code>Age</code> Age in years)</li>
	<li><code>Games</code> Games played (out of 82)</li>
	<li><code>Starts</code> Games started</li>
	<li><code>Mins</code> Minutes played</li>
	<li><code>MinPerGame</code> Minutes per game</li>
	<li><code>FGMade</code> Field goals made</li>
	<li><code>FGPct</code> Field goal percentage</li>
	<li><code>FG3Made</code> Three-point field goals made</li>
	<li><code>FG3Pct</code> Three-point field goal percentage</li>
	<li><code>FTMade</code> Free throws made</li>
	<li><code>FTPct</code> Free throw percentage</li>
	<li><code>Assists</code> Number of assists</li>
	<li><code>Fouls</code> Number of personal fouls</li>
	<li><code>Points</code> Number of points scored</li>
</ul>
1. Why do some players get more playing time and some players see less game time? Let's take a look at a histogram of number of minutes played to start exploring this variation. What does the orange curve drawn on this histogram represent?

<p><img alt=""A density histogram of the distribution of Mins in NBAPlayers2011 overlaid with a best-fitting normal curve in orange. "" height=""252"" src=""https://assets.learnosity.com/organisations/430/87ed3501-4b6a-4d84-a230-c5c1f22af15a.png"" width=""350""></p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"2. One student suggests that players who make a lot of free throws (<code>FTMade</code>) are better and they would see more game time. Another student argues that making free throws doesn't make you a better player—having a higher free throw percentage (<code>FTPct</code>) is the sign of a better player, and suggests that would explain the variation in minutes played (<code>Mins</code>). Which of these plots would depict the relationship between <code>Mins</code> and one of these explanatory variables?"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>3. We made this plot to explore the idea that free throw percentage (<code>FTPct</code>) would predict how many minutes a player gets to play.</p>

<p><img alt=""A scatterplot of the distribution of Mins by FTPct in NBAPlayers2011."" height=""354"" src=""https://assets.learnosity.com/organisations/430/50dc04e5-0485-442d-a53e-25beecdb05b1.png"" width=""500""></p>

<p>If we fit an empty model to this data, how would we depict it on this plot?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"5. If you fit a model that predicts <code>Mins</code> by including <code>FTMade</code> as an explanatory variable, how many parameters would the model have?"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>6. We fit a model of <code>Mins</code> predicted by <code>FTMade</code> and called it <code>FTMade_model</code> (the output is below).&nbsp;If you know a player had 0 free throws, how many minutes would you predict he played?</p>

<pre><code>Call:
lm(formula = Mins ~ FTMade, data = NBAPlayers2011)

Coefficients:
(Intercept)       FTMade  
   1662.309        2.834
</code></pre>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>7. We fit a model of <code>Mins</code> predicted by <code>FTMade</code> and called it <code>FTMade_model</code> (the output is below).&nbsp;We also fit a model of <code>Mins</code> predicted by <code>Points</code> (points scored) and called it <code>Points_model</code> (output below).&nbsp;From these best-fitting parameters, can we tell which model explains more variation: <code>FTMade_model</code> or <code>Points_model</code>?</p>

<pre><code><code>Call:
lm(formula = Mins ~ FTMade, data = NBAPlayers2011)

Coefficients:
(Intercept)       FTMade  
   1662.309        2.834
</code></code></pre>

<pre><code><code>Call:
lm(formula = Mins ~ Points, data = NBAPlayers2011)

Coefficients:
(Intercept)       Points  
   1156.680        1.062
</code></code></pre>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>You run the following R code:</p>

<pre><code>Points_model &lt;- lm(Mins ~ Points, data = NBAPlayers2011)
Points_model
</code></pre>

<p>When you do so, you get the following output:</p>

<pre><code>Call:
lm(formula = Mins ~ Points, data = NBAPlayers2011)

Coefficients:
(Intercept)       Points  
   1156.680        1.062
</code></pre>

<p>8. Which of the following equations represents the fitted model?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>Our <code>Points_model</code> of the outcome variable <code>Mins</code> can be represented as:</p>

<p style=""margin-left: 40px;"">\(Y_i=b_0+b_1X_i+e_i\)</p>

<p>9. LeBron James scored 2,111 points in the 2011 season.&nbsp;In this equation, what part represents the prediction the <code>Points_model</code> would make for minutes played by LeBron James?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>We found the best-fitting estimates and put them into the <code>FTMade_model</code>&nbsp;of the outcome variable&nbsp;<code>Mins</code>:</p>

<p style=""margin-left: 40px;"">\(Y_i=1662.31+2.83X_i+e_i\)</p>

<p>10. LeBron James played 3,063 minutes, scored 2,111 points, and made 758 free throws in the 2011 season.&nbsp;What is the <code>FTMade_model</code>'s prediction for minutes played by LeBron James?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>11. We have quantified error from the <code>FTMade_model</code> of <code>Mins</code> and the <code>Points_model</code> of <code>Mins</code> by using the <code>supernova()</code> function.&nbsp;Which of the following are reasons to think that the <code>Points_model</code> is better than the <code>FTMade_model</code>?&nbsp;</p>

<pre><code> Analysis of Variance Table (Type III SS)
 Model: Mins ~ FTMade

                                   SS  df           MS       F    PRE     p
 ----- --------------- | ------------ --- ------------ ------- ------ -----
 Model (error reduced) | 21174725.960   1 21174725.960 119.466 0.4071 .0000
 Error (from model)    | 30840525.949 174   177244.402                     
 ----- --------------- | ------------ --- ------------ ------- ------ -----
 Total (empty model)   | 52015251.909 175   297230.011 
</code></pre>

<pre><code> Analysis of Variance Table (Type III SS)
 Model: Mins ~ Points

                                   SS  df           MS       F    PRE     p
 ----- --------------- | ------------ --- ------------ ------- ------ -----
 Model (error reduced) | 33777630.163   1 33777630.163 322.263 0.6494 .0000
 Error (from model)    | 18237621.747 174   104813.918                     
 ----- --------------- | ------------ --- ------------ ------- ------ -----
 Total (empty model)   | 52015251.909 175   297230.011 
</code></pre>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,12. Why is the SS Total the same value for the <code>FTMade_model</code> and the <code>Points_model</code>?
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<pre><code> Analysis of Variance Table (Type III SS)
 Model: Mins ~ Points

                                   SS  df           MS       F    PRE     p
 ----- --------------- | ------------ --- ------------ ------- ------ -----
 Model (error reduced) | 33777630.163   1 33777630.163 322.263 0.6494 .0000
 Error (from model)    | 18237621.747 174   104813.918                     
 ----- --------------- | ------------ --- ------------ ------- ------ -----
 Total (empty model)   | 52015251.909 175   297230.011 
</code></pre>

<p>13. Which of the following is the correct interpretation of MS Total (297,230) in the supernova table above?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<pre><code> Analysis of Variance Table (Type III SS)
 Model: Mins ~ Points

                                   SS  df           MS       F    PRE     p
 ----- --------------- | ------------ --- ------------ ------- ------ -----
 Model (error reduced) | 33777630.163   1 33777630.163 322.263 0.6494 .0000
 Error (from model)    | 18237621.747 174   104813.918                     
 ----- --------------- | ------------ --- ------------ ------- ------ -----
 Total (empty model)   | 52015251.909 175   297230.011 
</code></pre>

<p>14. Which of the following is the correct interpretation of PRE (0.65) in the supernova table above?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>We use this code to calculate the correlation coefficient (Pearson's&nbsp;<em>r</em>) for <code>Mins</code> and <code>Points:</code></p>

<pre><code>cor(Mins ~ Points, data = NBAPlayer2011)
</code></pre>

<p>16. What have we found?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"17. If you were to calculate the sum of the residuals from the empty model of <code>Mins</code>, what would it be?"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>18. In addition to the NBA player data for the 2011 season, we also have a similar data frame called <code>NBAPlayers2015</code> (with many of the same variables).</p>

<p><img alt=""A scatterplot of the distribution of Mins by Points in NBAPlayers2011 on the left. A scatterplot of the distribution of Mins by Points in NBAPlayers2015 on the right."" height=""236"" src=""https://assets.learnosity.com/organisations/430/37d14afe-0dc3-4ce8-bb68-fbd6a00d856a.png"" width=""650""></p>

<p>Which of these values will be the same if we create two models with these lines of R code:</p>

<pre><code>Points11_model &lt;- lm(Min ~ Points, data = NBAPlayers2011)
Points15_model &lt;- lm(Min ~ Points, data = NBAPlayers2015)&nbsp;
</code></pre>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>In addition to the NBA player data for the 2011 season, we also have a similar data frame called <code>NBAPlayers2015</code> (with many of the same variables).&nbsp;We have created scatterplots of <code>Mins</code> by <code>Points</code> for both seasons (black dots represent the 2011 season and purple dots represent the 2015 season).</p>

<p><img alt=""A scatterplot of the distribution of Mins by Points in NBAPlayers2011 on the left. A scatterplot of the distribution of Mins by Points in NBAPlayers2015 on the right. The dots in the left distribution are clustered more closely to a noticeable shape compared with the dots in the right distribution."" height=""236"" src=""https://assets.learnosity.com/organisations/430/e8be3ffc-0ed4-411b-b86f-2d57eb655925.png"" width=""650""></p>

<p>19. Based on these scatter plots, which season had a higher correlation between minutes played and points scored?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions,"<p>20. Let's compare two models. The first model&nbsp;uses&nbsp;<code>Points</code> as a quantitative variable to predict <code>Mins</code>. We will call this the <code>Points</code> model. To create the second model, we&nbsp;use&nbsp;<code>Points</code> to create 24 groups (<code>Points24Group</code>). So the second model uses <code>Points24Group</code>&nbsp;to&nbsp;predict <code>Mins</code>.&nbsp;<br>
<br>
The supernova tables below show that the PRE for <code>Points24Group</code> reduces the total variation in <code>Mins</code> by 77%, but the <code>Points</code> model reduces it by 65%.&nbsp;Why isn't the <code>Points24Group</code> model better than the <code>Points</code> model of <code>Mins</code>?</p>

<pre><code> Analysis of Variance Table (Type III SS)
 Model: Mins ~ Points

                                   SS  df           MS       F    PRE     p
 ----- --------------- | ------------ --- ------------ ------- ------ -----
 Model (error reduced) | 33777630.163   1 33777630.163 322.263 0.6494 .0000
 Error (from model)    | 18237621.747 174   104813.918                     
 ----- --------------- | ------------ --- ------------ ------- ------ -----
 Total (empty model)   | 52015251.909 175   297230.011 
</code></pre>

<pre><code> Analysis of Variance Table (Type III SS)
 Model: Mins ~ Points24Group

                                   SS  df          MS      F    PRE     p
 ----- --------------- | ------------ --- ----------- ------ ------ -----
 Model (error reduced) | 39738347.891  23 1727754.256 21.391 0.7640 .0000
 Error (from model)    | 12276904.018 152   80769.105                    
 ----- --------------- | ------------ --- ----------- ------ ------ -----
 Total (empty model)   | 52015251.909 175  297230.011
</code></pre>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"<p><code>SpeedDating</code> is a data frame with 276 observations and 22 variables. Data come from a study of speed dating, in which each participant participated in a four-minute ""date"" with a member of the opposite sex. At the end of the date, they each rated the other on various attributes.</p>

<p>In this quiz, we will focus only on the ratings that females gave to males, and only on a few of the variables. Thus, the variables below (except for two variables that indicate the race of each participants) are all females' ratings of their male date, each on a 10-point scale.</p>

<p><u><strong>The Variables:</strong></u></p>

<ul>
	<li><code>LikeF</code> How much the female likes the male (1-10 scale)</li>
	<li><code>AttractiveF</code> Female's rating of male's attractiveness (1-10 scale)</li>
	<li><code>IntelligentF</code> Female's rating of male's intelligence (1-10 scale)</li>
	<li><code>FunF</code> Female's rating of male as fun&nbsp;(1-10 scale)</li>
	<li><code>SincereF</code>&nbsp;Female's rating of male as sincere (1-10 scale)</li>
	<li><code>SharedInterestsF</code>&nbsp;Female's rating of male as having shared interests&nbsp;(1-10 scale)</li>
	<li><code>PartnerYesF</code>&nbsp;Female's estimate of chance the male wants another date&nbsp;(1-10 scale)</li>
	<li><code>RaceM</code> Male's race: Asian, Black, Caucasian, Latino, or Other</li>
	<li><code>RaceF</code> Female's race: Asian, Black, Caucasian, Latino, or Other</li>
</ul>

<p>1. You are interested in females' rating of how much they like their male dates (<code>LikeF</code>). In particular, you wonder if variation in <code>LikeF</code> is better explained by how attractive they think the male is (<code>AttractiveF</code>), or by how fun they think the males is (<code>FunF</code>). Which of these plots would best help you explore this question?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"<pre><code>Call:
lm(formula = LikeF ~ <b>AttractiveF</b>, data = SpeedDating)

Coefficients:
(Intercept)  AttractiveF  
     2.6992       0.5853
</code></pre>

<pre><code>Call:
lm(formula = LikeF ~ <b>IntelligentF</b>, data = SpeedDating)

Coefficients:
(Intercept)  IntelligentF  
     2.1904        0.5286
</code></pre>

<p>2. We fit two models in which <code>LikeF</code> was the outcome variable. The first used <code>AttractiveF</code> as the explanatory variable, the second, <code>IntelligentF</code>. Based on the parameter estimates for the two models (shown above), can you tell which model explains more variation in <code>LikeF</code>?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"<pre><code> Analysis of Variance Table (Type III SS)
 Model: LikeF ~ <b>AttractiveF</b>

                              SS  df      MS       F    PRE     p
 ----- --------------- | ------- --- ------- ------- ------ -----
 Model (error reduced) | 343.019   1 343.019 188.326 0.4118 .0000
 Error (from model)    | 489.960 269   1.821                     
 ----- --------------- | ------- --- ------- ------- ------ -----
 Total (empty model)   | 832.980 270   3.085
</code></pre>

<pre><code> Analysis of Variance Table (Type III SS)
 Model: LikeF ~ <b>IntelligentF</b>

                              SS  df      MS      F    PRE     p
 ----- --------------- | ------- --- ------- ------ ------ -----
 Model (error reduced) | 151.410   1 151.410 59.900 0.1827 .0000
 Error (from model)    | 677.432 268   2.528                    
 ----- --------------- | ------- --- ------- ------ ------ -----
 Total (empty model)   | 828.842 269   3.081  
</code></pre>

<p>3. We fit two models in which <code>LikeF</code> was the outcome variable. The first used <code>AttractiveF</code> as the explanatory variable, the second, <code>IntelligentF</code>. Above we show the analysis of variance tables produced by <code>supernova</code>() for the two models. Which of the following would make you think that the <code>AttractiveF</code> model explain more variation in <code>LikeF</code> than the <code>IntelligentF</code> model?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"<p><img alt=""A scatterplot of the distribution of LikeF by FunF in SpeedDating."" height=""259"" src=""https://lh6.googleusercontent.com/IyNPv0sTPJVIB6NimPDVMmJZEt0ofoJphGFT0SyV1HIjTi8keo2p_6gyf54cyPtdhKB09GJFjou8-caaMyQr98ouRoe2TYZWUBfSBTUG1wP_j5stU35plbZmA9oRYZFwR41lAkkD"" width=""424""></p>

<p>4. We made this plot to explore whether variation in being liked&nbsp;(<code>LikeF</code>) might be explained by being perceived as fun (<code>FunF</code>). If we fit the empty model to this data, how would we depict it on this plot?</p>
"
 Models with a Quantitative Explanatory Variable,Chapter 9 Review Questions 2,"<p>We wonder if females liked males of the same race as them (<code>LikeF</code>) more than males of a different race. To investigate this question we created a new variable called called <code>RaceMatch</code> with this code:</p>

<pre><code>SpeedDating$RaceMatch &lt;- SpeedDating$RaceM == SpeedDating$RaceF&nbsp;
</code></pre>

<p>5. We then fit a model of <code>LikeF</code> using <code>RaceMatch</code> as the explanatory variable. How would you represent this <code>RaceMatch</code> model in GLM notation?</p>
"
